time_since_last_update_cache,is_profit_pool,divergence_value,divergence_bp
6805,true,0.002067,8.14
6950,false,0.004257,7.97
10105,true,0.006011,12.60
0,false,0.875776,6.59
225,true,0.543456,11.05
1160,false,1.272263,9.87
2055,false,0.000229,14.32
2465,true,0.007499,14.25
3495,false,14.775025,27.66
3800,true,3.092140,24.13
4735,false,4.903504,20.87
5395,true,0.011955,26.30
5845,false,15.474025,24.61
5980,false,2.549491,24.15
6425,false,1.481900,23.91
7115,false,1.583339,18.06
7130,false,0.579000,18.06
8080,false,0.064395,22.74
9450,false,0.045441,26.25
10040,true,0.018381,24.46
0,true,0.000057,12.51
3910,false,13.477037,10.16
3910,false,13.800901,10.16
4840,true,0.006753,6.72
6775,true,0.179783,6.25
7240,true,0.231393,5.78
9020,true,0.003992,5.78
9785,false,5.261849,9.46
9870,true,0.297692,10.01
0,true,0.102368,18.17
1530,true,0.008552,13.52
2130,false,0.605996,14.18
2255,false,0.075750,14.18
4170,true,0.007613,17.31
5065,false,0.074685,17.92
6395,true,0.006786,18.10
8745,true,0.006193,17.90
10120,false,6.261910,16.99
0,true,0.007013,20.35
260,true,2.918386,19.41
305,false,1.420685,19.37
655,true,0.000813,18.94
1145,true,0.001352,19.17
3010,true,0.005888,18.70
3865,true,0.002501,18.70
4925,true,0.002722,18.47
6515,true,0.004917,18.94
7010,true,0.425130,19.17
7060,true,0.114618,19.17
7225,true,3.470085,18.70
7270,true,0.245430,18.70
8000,true,0.484442,18.94
8280,true,0.005114,18.94
8305,true,0.362268,19.17
8440,true,0.000200,18.94
8520,true,0.143597,19.17
8605,true,0.046583,18.94
9110,true,0.420069,18.47
9860,true,0.004089,19.64
9945,true,1.070424,19.64
9990,true,0.392185,19.40
10075,true,1.439071,19.40
10305,true,0.001324,19.64
10395,true,0.566637,19.40
10615,true,0.000391,19.40
0,true,0.011934,20.35
140,true,0.000188,20.35
680,true,0.001506,20.35
1095,true,0.001354,20.58
1830,true,0.002666,21.29
2085,true,0.722256,21.05
2875,true,0.002999,20.58
3410,true,0.130982,21.99
3455,true,0.142747,21.99
3500,true,0.387746,21.99
3545,true,2.414080,21.99
3985,true,0.907862,22.23
4045,true,0.004266,22.23
4060,true,0.395108,22.23
4645,true,0.001729,22.23
5140,true,0.001542,21.76
6050,true,0.003202,23.31
7105,true,0.003323,22.61
7440,true,0.000510,22.84
8705,true,0.004608,23.13
9015,true,0.000468,22.66
9895,true,0.003065,22.66
10355,true,0.001579,22.90
10515,true,0.000246,23.13
0,true,0.000507,22.70
905,true,0.003139,22.93
1035,true,0.000198,22.93
1295,true,0.000397,22.93
2155,true,0.003101,23.21
2340,true,0.000286,23.21
2460,true,0.017967,22.74
2895,true,0.001713,22.74
3870,false,0.008757,22.64
3965,true,0.003380,22.74
4625,true,0.002001,24.15
5180,true,0.001817,23.99
5845,true,0.002074,24.93
6445,false,1.170269,24.98
7470,true,0.165271,26.82
7920,true,0.008754,26.40
8430,true,2.765473,27.11
8845,true,0.003638,26.18
9840,true,7.412786,26.42
10225,true,0.308015,26.18
10460,true,0.007016,26.89
0,true,0.004020,26.93
1350,true,0.002224,27.71
1650,true,0.007315,27.48
2075,true,0.071769,27.51
2755,true,0.005184,27.28
2915,true,0.000303,27.53
3500,true,0.005816,27.78
4350,true,0.005977,28.03
4620,true,0.000526,28.28
4860,true,0.000468,28.28
5355,true,0.002042,28.28
5790,false,0.572940,28.03
5790,false,0.599225,28.03
5955,true,0.002265,28.52
6830,true,0.003833,28.09
7740,true,0.003899,28.09
7770,true,0.000058,28.09
7990,true,0.000429,28.32
8170,true,0.000351,28.09
10060,true,0.009135,28.32
10265,true,1.483395,28.56
10425,true,1.814098,28.42
10760,true,0.002512,28.89
0,true,0.001987,29.05
1750,true,3.138841,29.28
1955,true,9.817216,29.28
2005,true,10.137163,29.52
2045,true,12.547879,29.75
2080,true,12.601587,29.75
2115,true,12.646528,29.75
2155,true,6.436023,29.75
2155,true,6.258015,29.75
2210,true,10.899040,29.75
2245,true,5.167493,29.75
2245,true,5.057763,29.75
2280,true,10.301462,29.75
2320,true,10.375571,29.75
2450,true,9.943690,29.05
2490,true,10.144938,29.05
2535,true,10.073170,29.05
2575,true,5.144769,29.28
2575,true,5.123215,29.28
3055,true,0.733127,29.05
3180,true,0.015208,29.52
3215,true,0.000029,29.52
3395,true,3.667874,29.28
3430,true,3.697260,29.52
3465,true,3.128871,29.52
3500,true,2.456617,29.75
3535,true,2.541815,30.22
3960,true,0.003883,30.46
4110,false,0.000030,30.13
4150,true,0.000029,29.99
5165,true,0.032054,31.16
5205,true,0.052427,31.16
5240,true,0.022330,31.16
5280,true,0.024393,31.16
5510,true,0.006964,32.11
6750,true,0.006304,32.02
6855,true,0.000236,32.49
8355,false,137.412012,32.47
9225,true,0.937198,33.43
9310,true,0.013264,33.20
9335,true,0.009754,33.20
10050,true,0.113077,32.96
0,true,0.009197,34.59
500,true,0.002516,34.46
2025,true,0.108713,32.11
2130,true,0.008461,31.87
3320,true,0.400824,31.21
3360,true,0.623907,30.98
3410,true,8.091055,31.21
4125,true,0.010199,30.98
4495,true,0.002008,31.45
5720,true,6.182128,31.05
5860,true,0.006498,31.05
6615,true,0.003964,30.81
7585,true,0.004467,31.05
7965,true,0.002002,31.05
8535,true,0.002421,31.05
9400,true,0.004204,30.81
10340,true,0.004451,31.40
10425,true,0.000187,31.16
0,true,4.968996,29.75
70,true,0.011527,29.75
670,true,0.002394,29.52
800,true,0.000274,29.05
2510,true,0.008161,29.75
2615,true,0.006670,29.28
3455,true,0.004241,29.52
4255,true,0.003900,29.28
4520,true,0.000582,30.22
5145,true,0.002551,30.69
6995,true,0.170387,29.99
7110,true,0.602668,29.75
8060,true,1.112168,30.42
9015,true,0.020012,30.21
9620,true,0.182667,30.21
9665,true,2.657692,30.45
10180,true,0.006122,30.68
0,true,1.360029,30.46
60,true,2.507785,30.46
150,true,0.004363,30.46
220,true,1.135601,30.22
785,true,0.002530,29.99
1575,true,0.004008,29.99
1650,true,2.082269,30.22
2485,true,0.004257,29.99
2545,true,0.096665,29.99
3290,true,0.004072,30.22
3580,true,0.000635,29.99
4560,true,0.097581,29.28
4930,true,0.101325,29.21
5650,true,0.010043,29.22
6295,true,0.002584,29.93
7815,true,0.007687,28.98
8185,true,0.228094,29.45
8435,true,0.002444,28.98
8905,true,0.153961,29.93
8995,true,1.374610,29.93
9080,true,0.002566,29.93
9210,false,0.179050,29.66
9680,true,0.126585,29.69
9775,true,0.444543,29.69
10725,true,0.007959,29.11
0,true,0.463726,29.28
1485,true,0.014640,30.46
1810,true,0.000738,30.46
2075,true,0.000598,30.22
3240,true,0.005995,29.75
4840,true,0.008219,30.22
6325,true,7.304239,30.22
7120,true,0.012129,30.46
7450,true,0.003011,30.19
7590,true,0.003053,30.66
7675,true,0.009170,30.66
9985,true,0.014585,30.43
0,true,0.008545,30.22
1265,true,0.006184,29.52
1415,true,0.000339,29.75
2985,true,0.007602,28.10
3565,true,0.002263,27.63
4930,true,0.005898,27.16
5525,true,0.002292,27.63
5965,false,0.092648,27.79
7160,true,0.007703,28.02
7280,true,0.000257,28.02
8915,true,0.007673,27.78
9420,true,0.002053,26.84
9895,true,0.001997,26.84
0,true,0.005509,25.89
860,true,0.002815,26.36
1465,true,0.007133,25.89
2110,true,0.009170,26.13
2665,true,0.002083,25.89
4040,true,0.005680,26.00
4580,true,0.002097,26.48
5185,true,0.001046,26.48
5515,true,0.003851,26.01
6040,true,0.002098,26.72
6580,true,0.002168,26.01
7210,true,0.004380,26.31
7775,true,0.002129,26.08
8740,true,0.003888,25.84
10175,true,0.005980,26.62
10740,true,0.002116,25.91
0,true,0.000494,26.34
1240,true,0.005422,25.89
1620,true,0.001739,25.89
2040,true,0.001806,25.66
2745,true,0.002433,26.13
3870,true,0.005210,25.89
4170,true,0.000618,26.13
5815,false,0.144383,27.70
6140,true,0.352505,28.01
7055,true,0.014205,28.88
7075,true,0.000045,28.88
8130,true,0.004568,28.88
9215,true,0.004642,28.91
0,true,0.021831,24.72
4605,true,0.020769,25.33
5420,true,0.086112,25.09
6945,true,0.010352,24.96
8325,true,0.005609,24.96
8940,true,0.002203,25.20
9685,true,0.003417,25.20
9880,true,0.063035,25.43
0,true,0.008650,25.66
30,true,0.068243,25.66
660,true,0.002347,25.78
2110,true,0.006052,26.25
2960,true,4.919720,26.01
3065,true,0.003943,25.78
3300,false,0.051760,26.30
3490,true,8.190004,26.30
3925,true,0.003779,26.07
5950,true,0.008979,25.42
6585,true,0.002318,25.19
7160,true,0.002225,25.66
7725,false,0.140735,26.53
8050,true,0.004069,26.84
9015,true,0.004393,27.78
9155,true,0.000342,28.49
9210,false,0.718696,27.93
9750,true,0.002598,29.28
10275,true,0.002424,29.28
10370,false,15.249028,29.10
10455,true,0.000457,29.51
0,false,0.032185,30.04
1090,true,0.013181,29.95
1150,false,17.156346,29.57
1225,true,0.153468,29.72
1295,true,0.000524,29.48
3340,true,0.009692,26.23
3970,false,9.472384,26.06
4240,true,0.003077,26.23
7745,true,0.013656,20.92
9200,true,0.004523,18.62
9810,true,16.687905,18.86
9850,false,9.245850,18.57
9965,true,0.001992,18.87
0,true,0.002901,18.84
1155,true,0.004334,20.02
1515,true,0.000660,20.72
2005,true,0.001710,20.96
2955,true,0.003319,20.72
3875,false,0.000702,21.85
4615,true,0.005781,19.31
4670,true,0.000095,19.55
4815,true,0.000250,19.55
5685,true,0.003040,19.78
6190,true,0.001624,19.55
6850,true,0.001915,19.78
9010,true,0.007303,19.08
9470,true,0.001545,19.55
10260,true,0.002864,19.55
10605,true,0.000592,19.31
0,true,0.001882,19.31
115,true,0.000195,19.08
1330,true,0.004408,19.78
1710,true,0.001433,19.86
3355,true,0.005942,19.86
3990,true,0.001858,19.63
5905,true,0.007532,20.80
6830,true,0.003538,22.21
8790,true,0.102880,23.15
0,true,0.016573,20.86
155,false,0.513263,20.35
440,true,0.001476,18.98
2155,true,0.004815,15.70
2395,true,0.000007,13.58
2770,true,0.001291,13.82
3050,false,0.003315,12.63
4015,false,13.587253,9.59
4075,false,2.309185,9.82
4470,true,0.002813,9.13
6440,true,0.000009,9.36
6540,true,0.003654,9.60
8580,true,0.000013,13.72
9710,true,0.000010,10.20
9990,true,0.003232,5.52
10345,true,4.626498,5.05
0,true,0.003091,18.49
575,false,2.090461,21.73
1435,false,0.375000,23.37
2070,true,0.008318,24.41
2665,true,0.002342,25.36
2830,true,0.074519,24.89
3775,true,0.004295,24.19
5215,true,0.000026,26.30
5675,true,0.000028,27.95
6005,true,0.000029,29.12
6120,true,0.013003,29.36
6285,true,0.000030,30.30
6795,true,0.002957,29.69
7425,true,0.002999,31.33
8755,false,0.203750,38.10
8920,false,40.495045,40.43
9040,true,0.065671,40.75
9335,true,0.014859,40.51
9780,true,0.003187,40.28
10480,true,13.324544,39.10
10635,true,0.005976,38.63
0,false,2.606741,15.55
100,true,0.000626,15.23
230,true,0.000181,15.23
250,true,0.000015,15.23
295,true,0.000015,15.23
1155,true,0.003087,19.10
1580,true,0.000021,20.98
2165,true,0.002959,17.46
2575,true,0.001259,16.52
2580,true,0.186564,16.52
3185,false,9.498118,16.96
4005,false,0.001761,16.49
4805,true,0.004751,11.89
6920,true,0.265719,13.53
6945,true,0.005495,14.00
6965,true,0.457182,14.00
9000,true,0.001551,4.02
10215,true,0.178984,6.39
10750,true,0.132666,0.60
0,false,4.395683,4.39
1450,false,0.004548,0.28
1485,false,0.000935,0.04
1525,false,0.001045,0.04
1525,false,0.000993,0.04
1845,false,0.028980,1.68
2360,false,0.005053,4.72
2655,false,0.000880,4.95
3255,true,0.001447,4.72
4165,false,0.024147,3.08
4485,false,11.325240,5.65
6145,false,0.001314,1.75
6790,false,0.002439,0.58
7010,true,0.000001,1.51
7485,true,0.104950,1.51
7610,true,0.040312,0.58
7730,true,0.013255,0.34
8220,false,0.000001,0.12
8265,false,0.000413,0.12
8375,true,0.000000,0.11
8435,false,0.000705,0.42
9000,true,0.050781,0.58
9705,false,0.000005,5.50
0,true,0.007574,7.01
925,false,0.393410,7.48
1145,true,0.001436,5.37
1550,false,0.001952,5.14
3195,false,0.608002,7.71
3315,true,0.004801,8.18
3900,true,0.000007,7.71
4655,false,0.130625,5.37
6260,true,0.000307,4.56
6390,false,0.202727,4.44
7115,false,0.162500,6.07
8295,false,0.557279,7.01
8655,true,8.210490,8.10
9600,true,0.009201,7.89
10595,false,0.859364,7.94
0,false,0.214000,7.94
1185,false,0.599203,6.77
1845,false,0.191559,8.18
3575,true,0.003656,7.95
4440,false,0.729533,7.48
10260,true,0.007994,6.07
0,true,0.000006,6.54
430,false,0.031846,6.07
630,true,0.007322,6.45
650,false,0.083015,6.31
1510,true,0.003461,6.69
2550,true,0.002416,6.47
5290,true,0.004588,8.10
5565,true,1.370445,7.87
5635,true,0.000558,7.87
6040,true,0.000593,7.72
6355,false,0.317979,7.71
7340,true,0.001845,7.72
9475,false,0.376200,7.71
10645,false,0.004669,7.94
10690,false,0.004465,7.71
0,false,0.810734,9.11
45,false,0.818827,9.11
180,false,0.177062,9.11
180,false,0.182521,9.11
230,false,0.121821,9.35
1630,true,0.010723,8.89
4440,false,1.085530,6.54
5190,false,0.004263,3.74
5380,true,0.001051,3.27
7335,true,0.000129,1.16
7980,false,0.002827,3.03
10000,true,0.000000,0.70
0,true,0.036302,18.85
30,false,0.146185,19.05
325,false,1.877527,18.35
505,true,0.000017,17.68
640,true,0.000017,17.68
1200,false,1.050001,11.81
1345,true,0.107319,10.19
1575,false,0.442080,9.24
1910,false,0.811206,9.01
2205,false,0.818768,9.24
2610,true,0.951307,9.65
2865,true,0.017131,8.95
3065,false,0.019818,5.74
3705,false,4.115760,4.10
4085,false,0.178748,2.00
4645,true,0.037154,7.09
4760,false,0.006014,6.44
4910,false,0.682214,6.91
4955,false,0.323472,6.91
5105,false,0.035563,6.44
5160,false,0.396430,6.21
5335,false,0.272225,7.84
5580,false,19.572836,8.77
6520,true,0.070102,2.66
6585,false,0.000657,1.77
6725,true,0.022241,1.02
7095,false,0.000000,0.14
8875,true,0.001183,0.19
8930,false,0.001101,0.03
8945,false,0.000031,0.03
8970,true,0.002725,0.19
9060,true,0.002679,0.19
9060,true,0.002612,0.19
10480,true,0.000002,2.30
0,true,0.006554,8.21
510,true,0.391183,7.75
1460,false,0.028175,7.51
1845,false,0.491957,6.81
1980,false,0.417086,6.81
2780,false,0.451965,6.81
3850,false,0.234851,8.44
3900,false,0.074597,8.21
3945,false,0.630113,7.51
3970,false,0.161000,7.51
4145,false,0.378357,5.87
4585,false,0.000046,45.84
5105,false,20.272949,56.00
5140,false,148.237957,55.54
5195,true,3.036121,56.87
5885,false,337.405017,60.38
5975,true,6.020070,59.43
6265,false,0.132911,58.73
6980,true,0.210973,80.20
10685,false,1.281616,92.69
0,false,5.296708,9.92
40,true,5.071467,9.93
45,false,5.326641,9.92
80,false,5.348146,9.92
115,false,5.332763,10.38
150,false,6.385329,11.77
195,false,6.275505,11.77
235,false,0.296616,13.61
235,false,0.294207,13.61
275,false,0.485206,15.23
320,false,4.316318,15.23
360,false,2.834127,15.46
360,false,2.819091,15.46
410,false,4.914585,13.61
435,false,54.982100,13.61
450,false,3.270062,11.07
475,false,5.570897,11.07
700,false,3.023644,6.00
1060,true,76.531861,3.69
1090,false,1.015768,3.69
1135,false,1.331762,3.69
1215,false,0.001647,3.92
1260,false,1.339723,3.69
1265,false,3.689600,3.69
1265,false,0.088000,3.69
1285,false,1.240440,3.69
1300,false,1.277105,3.69
1345,false,0.001767,3.92
1540,false,0.101250,6.23
1560,false,0.121333,6.23
1565,false,12.552603,6.23
1590,false,3.717208,7.38
1695,false,0.040000,7.38
1745,false,1.428947,7.61
1825,false,4.574383,7.15
1900,false,8.538675,8.54
2085,false,5.897595,11.77
2250,false,0.147000,9.69
2485,false,0.033750,6.23
2510,false,4.016837,6.23
2755,false,0.077415,3.46
2925,false,0.006603,0.92
3100,false,0.008749,0.23
4115,true,2.112301,12.00
4760,true,6.845239,13.61
4870,true,2.118570,14.77
5385,false,0.000015,16.05
8255,true,1.362000,18.46
8480,false,0.044457,18.96
8570,true,10.479036,21.00
9470,true,0.343983,28.16
9655,false,0.006010,28.83
10420,true,0.057200,33.00
0,false,1.130727,5.84
0,false,1.079142,5.84
35,false,0.013259,5.84
35,false,2.174451,5.84
150,true,0.000595,6.07
210,true,0.001351,5.84
230,false,0.474910,5.84
880,false,0.003498,6.75
1090,false,3.621580,7.21
1320,false,1.617929,5.38
1635,false,0.395526,4.69
2605,false,0.317094,9.74
3170,false,16.650675,13.42
4425,false,0.411279,13.19
4975,false,0.222000,10.20
5125,false,0.116000,10.66
5945,false,0.250500,7.67
6165,true,0.619376,5.93
6170,true,0.000005,5.93
6285,false,0.634997,5.84
6875,true,2.284963,5.24
7165,false,0.004916,4.46
7655,true,0.005105,4.09
9100,false,0.078300,4.00
9285,false,0.204000,4.69
9565,false,6.786255,6.75
10545,false,9.305130,9.28
10550,false,0.119187,9.28
0,false,0.120671,22.05
1380,true,0.035491,25.56
2710,false,1.648774,24.80
5360,false,1.949200,22.05
5650,true,0.000021,22.09
7890,true,52.661082,25.79
7970,true,0.064041,25.79
8285,false,0.236606,25.26
8285,false,0.230757,25.26
9600,true,0.043602,29.71
9735,false,1.315093,29.63
0,false,4.043667,19.45
2495,false,1.831359,17.84
2615,true,0.011908,17.87
5835,true,0.008207,14.41
7970,false,0.642495,8.41
9460,true,0.498587,7.73
9715,false,0.320380,7.03
0,true,0.003584,3.81
2390,true,0.001718,4.04
3095,true,0.000389,4.04
3825,false,0.021999,4.04
5435,true,0.003350,7.96
10480,true,0.015080,16.57
0,false,0.000376,17.15
2640,false,0.129750,7.95
3580,true,0.007029,8.46
6640,true,0.000025,26.52
7250,true,0.000032,32.99
7265,false,4.186655,32.78
8420,true,0.029833,36.70
9860,false,218.400323,33.47
0,true,0.761083,8.82
2230,true,0.007994,9.31
4785,true,0.029377,2.45
6725,false,3.146234,4.46
7095,true,1.991376,7.82
7260,true,0.993967,8.28
7390,true,0.008052,8.51
7535,true,8.052024,8.05
9905,false,0.012860,3.70
0,true,0.000015,15.23
580,true,0.000006,6.91
890,true,0.003018,3.68
1725,true,0.001735,11.64
2360,false,0.125771,16.82
3945,true,0.000018,17.88
4905,false,0.690950,23.73
4915,false,6.517288,23.73
5085,true,0.258474,19.04
5140,true,1.197704,18.81
5535,true,0.000019,19.27
5970,true,0.191380,19.04
7545,true,0.007874,7.49
10440,true,0.105649,9.22
0,true,6.280239,18.51
140,true,0.000018,18.59
925,true,0.013077,26.22
2010,true,0.021357,17.89
4395,true,0.261035,22.58
4710,true,60.693915,21.43
6655,false,0.018954,25.92
7900,true,0.029540,27.27
8320,false,0.061324,27.76
9450,false,0.033738,24.31
9730,true,0.000023,24.06
10685,false,0.274000,25.23
0,true,4.167131,15.97
75,true,0.011941,16.20
705,false,1.779994,16.41
795,false,0.133844,16.41
825,false,0.801000,16.41
980,false,0.183000,16.87
1465,false,0.250895,16.64
1795,false,0.704550,16.87
2715,false,0.263410,17.10
2885,false,0.185500,17.10
3275,false,0.008900,16.41
3365,false,0.523450,16.64
3955,true,0.011851,17.23
6305,false,0.270750,16.64
6565,false,0.755155,16.41
7135,false,1.694140,16.87
7535,false,1.880000,17.33
8115,false,0.089084,16.41
8615,false,0.089000,16.41
9165,false,7.785284,17.10
10090,false,0.017550,16.17
0,true,0.021209,15.05
1495,false,0.104519,13.18
1750,false,0.392878,11.80
6260,true,0.013424,11.33
10410,true,0.014813,19.47
0,true,0.034642,11.08
530,true,0.000011,12.01
740,true,0.007704,12.47
5855,true,0.014223,14.78
9680,true,0.007825,11.31
0,false,1.041250,11.30
1090,true,0.004168,9.46
1445,false,0.010547,9.45
1950,true,0.001500,9.69
2520,true,0.000853,9.46
2805,true,0.000237,9.23
3350,true,0.000872,9.92
3545,true,0.000179,10.15
4995,true,0.002794,11.31
5565,true,0.000622,6.92
6950,true,0.001280,5.53
7565,true,0.000005,5.07
7875,true,0.000123,1.37
8405,true,0.150000,3.46
8570,false,0.000317,4.15
0,true,0.001513,4.74
110,false,0.144392,4.74
895,false,0.000006,6.12
935,true,35.199845,6.59
980,false,0.585202,6.59
1980,false,0.007058,11.43
2245,false,12.356232,12.35
2765,false,0.117890,12.12
3155,false,0.173713,13.73
3235,true,0.005581,13.75
3715,false,0.354919,15.80
5435,false,0.176500,16.26
7730,true,0.004314,6.85
8400,true,0.000005,5.23
8835,false,0.054000,4.97
9045,false,0.121299,6.82
9150,false,0.128289,7.74
9195,false,0.044983,7.74
9305,false,0.098084,8.43
9435,false,7.051762,8.66
9460,false,0.096496,8.89
9890,false,1.707750,9.12
0,false,0.159034,14.51
500,false,8.715000,19.12
2265,true,0.013861,16.15
4075,true,0.000015,15.69
6310,false,0.010698,14.36
6765,false,91.973533,14.36
8545,false,0.189712,3.55
8910,false,0.074429,5.11
9160,false,0.051988,6.26
10130,false,0.000018,18.67
0,false,0.646953,8.08
105,false,0.008892,8.08
390,false,0.006394,7.85
495,false,0.422739,5.10
730,false,0.025200,2.57
1010,false,0.044160,4.41
1765,false,0.257240,20.03
2715,false,1.107129,19.57
2920,false,1.930000,17.73
3265,true,0.020827,15.49
3630,false,0.856287,18.88
4235,false,1.119000,34.27
4395,true,0.000069,36.04
4675,false,3.773124,36.80
4810,false,42.741011,37.03
4820,false,4.030000,37.03
4835,false,1.309750,37.03
4870,false,0.211180,37.49
4940,false,12.240000,37.49
5105,false,21.400000,39.32
5315,false,8.986994,40.93
5805,false,22.275028,40.93
5955,false,84.226291,42.08
6235,false,21.315026,42.54
6340,false,42.354090,43.00
6460,false,3.893187,43.23
8020,true,0.029087,34.79
0,true,0.185689,8.52
120,true,0.046388,7.37
120,true,0.046873,7.37
590,true,0.005300,7.83
6430,true,9.607211,10.99
6500,false,4.888680,10.82
6550,true,0.011535,10.99
7890,false,0.572913,18.88
8655,false,0.220900,21.64
8680,false,0.235001,21.64
9125,false,1.117492,22.33
9280,true,0.011686,23.01
9445,false,0.612501,22.56
9690,false,0.440001,20.26
2235,true,0.009139,9.47
4710,false,0.250501,9.23
6070,true,0.006588,9.55
7755,true,0.000011,11.86
9120,true,0.007072,13.02
0,true,0.006238,12.94
4760,true,0.004400,4.95
4935,true,0.815339,5.41
8250,true,0.001086,1.75
0,true,0.001297,2.09
3270,true,0.003434,5.70
6300,false,0.000443,3.01
6315,true,0.001722,3.16
6400,false,0.000004,2.78
7490,true,0.000550,3.16
7980,false,0.326516,0.75
8335,false,0.000280,0.75
9710,true,7.018888,6.86
10010,false,0.091706,7.16
0,true,0.008450,12.01
295,true,0.000013,14.09
455,true,1.568166,15.71
1155,false,141.237620,22.14
1175,false,0.011881,21.91
3650,true,0.007419,11.33
4550,false,0.005291,2.32
4920,false,0.020159,2.32
6130,true,0.227295,4.91
6460,false,0.000004,4.62
7685,false,0.134958,1.86
10050,false,0.002645,5.59
10215,false,0.006733,5.59
0,true,46.801383,7.18
105,false,0.326985,7.40
415,true,0.001355,9.02
1335,false,0.006493,16.14
1420,false,0.006306,16.37
1545,false,0.549000,16.83
3540,false,0.263357,14.53
3630,false,0.018274,16.60
3735,true,0.019245,18.71
5125,false,0.077750,14.30
5700,false,0.016044,14.76
9155,false,1.080021,14.99
9550,true,0.011871,11.07
0,false,0.988761,18.33
110,true,0.004324,17.45
1485,false,0.740995,22.70
2665,false,8.976163,17.87
4545,false,0.106995,9.83
5795,true,0.133990,0.75
5800,true,0.000766,0.75
5935,true,0.000009,0.75
5960,false,0.056001,0.64
6450,false,0.138648,5.46
7000,false,0.672012,3.86
7380,true,0.000693,7.00
7725,false,7.861698,5.23
9010,false,0.007971,14.66
9365,true,0.008959,14.37
10625,true,0.000002,2.22
0,false,0.345003,10.56
95,false,2.205365,10.10
700,true,0.008332,9.88
1255,true,0.000491,5.51
4270,true,0.001311,2.06
4370,true,0.551362,2.06
4915,true,0.031650,2.98
4915,true,0.097500,2.98
5270,false,0.000675,3.38
5525,false,0.002477,3.15
6675,true,0.000212,0.68
6830,true,0.013434,0.22
9385,true,0.026248,4.82
10455,false,0.005790,6.25
10500,true,0.072499,6.65
10585,true,0.004878,6.65
0,false,0.141202,3.48
245,false,0.109165,3.25
690,false,0.405010,3.71
940,true,0.000912,3.78
3880,false,0.071002,3.25
4175,false,0.003549,3.25
4380,false,0.033964,3.48
4930,true,0.002538,3.33
5985,false,2.207513,4.40
7300,false,0.163077,5.09
7990,false,3.400000,6.23
9450,false,0.304187,6.69
9690,true,0.006603,7.23
9770,false,0.260929,7.38
10780,false,0.548700,8.07
0,false,1.293985,19.47
35,false,0.210000,19.24
630,false,0.547001,19.24
1040,false,1.889015,19.93
1535,false,1.324926,19.93
2030,false,1.221845,20.39
2045,true,0.020851,20.43
2395,false,0.916039,20.16
2805,false,1.849085,20.39
2880,false,0.911512,20.39
3020,false,0.991333,20.39
3180,false,0.247772,20.16
3325,false,1.218036,19.70
3340,false,1.768536,19.70
3535,false,0.913808,19.93
3680,true,0.006114,19.74
4055,true,0.000697,20.43
4125,false,0.787640,20.62
4660,true,0.001988,20.89
5320,false,1.848949,20.62
5685,true,0.003709,21.35
6265,false,0.856934,20.62
6290,false,0.587689,20.62
6550,false,0.879384,21.30
6605,false,1.157327,21.30
7075,false,1.209101,21.08
7095,true,0.005263,21.12
7515,false,0.036016,21.30
7645,false,1.193912,21.08
8165,true,0.003805,21.35
8555,true,0.000751,21.07
9365,true,0.002462,21.53
9855,false,0.753804,21.08
10420,false,0.241150,21.53
10545,false,0.029612,21.08
0,false,0.028382,21.08
95,true,0.008487,21.12
1300,false,1.009554,20.85
1815,true,0.006664,20.89
2180,false,0.954150,21.08
2395,true,0.001998,21.35
3070,true,0.002115,20.66
3090,false,1.309619,20.62
5485,true,0.009993,21.58
6185,false,0.639928,20.85
7890,true,0.009658,20.89
8270,true,0.000729,20.89
8850,true,0.001977,21.12
10605,false,0.011089,21.76
0,false,0.127731,21.99
1580,false,0.007800,21.76
2595,false,0.006862,22.91
2940,true,0.023177,22.96
3170,true,0.005868,22.73
7220,false,10.364159,25.43
8175,true,0.026164,26.86
9245,false,2.850000,26.12
480,false,8.699992,26.57
750,true,0.031885,26.65
2300,false,14.500000,26.57
3460,false,0.475346,26.35
3515,false,0.507695,26.57
3765,false,1.331236,26.57
3995,true,42.388494,27.27
4240,false,0.187601,26.35
5170,false,1.434269,26.35
5325,true,219.433505,27.50
5370,false,3.216899,27.72
5600,false,182.956750,27.95
6000,true,0.026239,28.65
6045,true,0.289637,28.88
6750,false,1.868723,28.64
7490,true,0.000029,29.57
7945,false,1.155892,28.87
9985,false,0.012262,29.32
10610,true,0.021946,27.27
0,false,0.724270,26.57
310,false,0.718981,26.57
615,false,0.718342,26.57
900,false,0.723882,26.80
1610,false,0.717886,26.57
1960,false,0.730385,27.03
2020,false,0.442500,27.03
2700,true,0.032496,29.50
3885,false,0.634992,29.10
4950,false,1.772243,30.70
6640,false,3.275006,30.01
7235,false,2.613837,30.01
7415,false,9.096298,30.24
8660,false,0.332500,30.47
8970,true,0.033943,30.31
8975,false,0.327500,30.01
9095,true,0.000029,30.08
0,false,30.074347,30.01
935,false,1.650002,30.24
1415,false,1.368541,30.01
3125,true,0.035138,30.90
6430,false,0.017249,31.62
7960,true,0.000031,31.59
8650,true,1.287250,31.82
9095,true,0.033656,31.82
9715,true,0.000032,32.74
0,false,0.018046,32.53
1155,false,0.692114,33.45
1535,true,0.024701,33.30
1790,false,0.027180,32.99
1910,true,0.001136,33.76
2260,true,0.001002,31.92
2740,true,0.002646,31.69
2875,false,0.010288,31.39
3265,true,0.001497,31.69
3565,true,0.000861,31.92
4265,false,4.809070,31.39
