time_since_last_update_cache,is_profit_pool,divergence_value,divergence_bp
0,false,0.001628,20.40
0,false,0.010256,16.62
0,true,0.001533,4.75
0,true,0.009423,17.92
0,true,0.001153,3.20
0,false,0.004822,16.30
0,false,0.002125,20.20
0,true,0.003495,9.04
0,false,0.003017,6.26
8670,true,0.001882,5.99
20,true,0.446218,6.17
60,true,0.229871,6.40
110,true,0.129758,6.17
155,true,0.118307,6.17
205,true,0.030918,6.17
250,true,0.031730,6.17
285,true,0.017912,5.93
335,true,0.092835,5.93
380,true,0.207337,5.93
425,true,0.007467,5.93
460,true,0.006664,5.93
615,true,0.043417,6.40
3285,true,0.228282,28.71
3535,true,0.015618,27.53
3710,true,0.095882,25.63
0,false,0.041500,29.71
4135,false,0.007599,1.08
0,false,0.032671,14.33
0,true,0.052864,6.50
45,true,0.031518,6.50
0,true,0.253645,14.46
4310,false,0.002136,11.36
0,false,0.058471,34.10
8940,true,0.235284,31.39
8990,true,0.193494,31.39
0,true,0.308534,30.40
45,true,0.114580,30.40
475,true,0.191271,30.64
600,true,0.457330,30.88
6940,true,1.549177,27.78
7025,true,0.120396,27.55
0,true,0.065709,33.50
1595,true,2.232878,32.31
1635,true,0.725085,32.07
1885,true,3.335361,29.45
1930,true,0.093607,29.45
2030,true,1.174252,29.45
4735,true,0.421556,26.26
4775,true,0.138712,26.50
7545,false,0.044526,19.65
0,false,0.513504,3.96
1765,false,8.433837,28.03
6660,false,1.579686,15.52
8475,false,0.001295,12.22
8530,true,0.000033,12.88
8740,false,0.001645,15.52
0,false,16.609838,28.54
0,false,0.002624,9.77
5525,true,1.192589,8.97
5580,true,1.193945,8.97
5615,true,1.194928,8.97
5660,true,1.195536,8.97
0,true,0.021202,11.20
0,false,0.101083,11.42
5,false,0.178500,11.42
20,false,0.075528,11.66
25,false,0.194622,11.66
30,false,0.011299,11.66
35,false,0.010933,11.66
40,false,0.017507,11.66
3450,false,0.039457,9.53
3885,false,0.063768,9.30
4550,false,0.003022,9.53
10775,false,0.010464,11.19
10800,false,0.080754,11.19
0,false,0.022915,17.27
5,false,0.029026,17.50
0,false,4.222147,20.81
8580,false,0.031882,19.15
8590,false,0.052332,19.15
0,true,0.003746,17.53
8450,false,0.030984,21.51
0,false,0.897980,22.22
0,true,0.119021,18.95
30,true,0.144368,18.95
40,true,0.618488,18.95
0,false,0.021210,20.66
7680,false,0.193334,15.71
7690,false,0.188704,15.71
7695,false,0.038357,15.71
10615,false,0.052497,16.65
10695,false,1.860133,16.89
10700,false,0.711149,16.89
10705,false,0.417574,16.89
10715,false,0.061837,16.89
10735,false,0.376977,16.89
0,false,0.442570,16.89
15,false,0.065524,16.89
20,false,0.014173,16.89
25,false,0.025647,16.89
475,false,0.016199,16.89
480,false,0.015395,16.89
535,false,0.033394,16.89
580,false,0.943968,17.13
590,false,0.034692,17.13
595,false,0.124845,17.13
600,false,0.018074,17.13
605,false,0.029244,17.13
610,false,0.089193,17.13
755,false,1.152291,16.89
760,false,0.331325,16.89
765,false,0.250153,16.89
770,false,0.032194,16.89
775,false,0.056621,16.89
780,false,0.022866,16.89
785,false,0.010112,16.89
7440,true,0.172316,20.64
7930,true,0.039792,20.16
9680,true,0.100752,15.99
9760,false,0.015548,15.71
0,false,0.021467,19.01
310,true,0.101709,20.00
4070,false,0.129384,23.50
4695,false,0.054803,23.73
4860,false,0.108173,23.50
4865,false,0.040711,23.50
4920,false,0.125210,23.26
5305,false,0.945013,23.50
5310,false,0.211308,23.50
5315,false,0.048833,23.50
5320,false,0.076592,23.50
5450,false,0.394500,23.50
5455,false,0.470847,23.50
5460,false,0.073292,23.50
8690,true,0.228070,26.37
8710,true,0.007186,26.37
8720,true,0.064047,26.13
0,true,3.614781,26.40
50,true,1.424669,26.63
8080,true,0.060779,15.85
10625,true,0.029687,4.27
0,true,0.025563,6.28
60,true,0.059205,6.75
275,true,0.176716,5.09
280,true,0.133406,5.09
285,true,0.001230,5.09
495,true,0.019532,5.80
510,true,0.021510,5.80
520,true,0.032233,5.80
965,true,0.054924,3.44
975,true,0.018597,3.44
1095,true,0.008851,2.26
2655,false,0.015296,3.39
3250,false,0.006792,1.50
3680,true,0.016566,1.55
3700,true,0.012860,2.26
3790,true,0.014300,3.68
3795,true,0.007399,3.68
4160,true,0.043780,6.52
5010,true,0.016169,9.60
5080,true,0.032814,9.36
5125,true,0.015102,9.36
5175,true,0.016609,9.36
5240,true,0.015808,9.12
5765,true,0.011821,7.94
6700,true,0.159092,9.60
6705,true,0.569136,9.60
6710,true,0.139173,9.60
6715,true,0.010235,9.60
6810,true,0.704403,10.54
6815,true,0.068063,10.54
7100,true,0.388717,9.83
7105,true,0.054758,9.36
7115,true,0.011394,9.36
7120,true,0.021902,9.36
7125,true,0.009745,9.36
7240,true,0.472868,6.52
7250,true,0.854642,6.52
7255,true,0.008599,6.52
7260,true,0.011011,6.52
7265,true,0.041448,6.52
10130,false,0.022939,2.91
10135,false,0.003406,2.91
10145,false,0.005946,2.91
10285,false,0.026999,1.73
10285,false,0.238875,1.73
10330,false,0.239115,1.73
10365,false,0.206732,1.49
10410,false,0.106143,1.26
10470,false,0.006712,1.26
0,true,0.200717,8.40
5,true,0.014080,8.40
10,true,0.086037,8.40
10,true,0.007074,8.40
55,true,0.069663,8.40
120,true,0.028525,8.17
635,false,0.037030,1.03
1615,false,0.119754,5.75
1620,false,0.081525,5.75
1620,false,0.183232,5.75
1675,false,0.794891,5.75
1715,false,0.829319,5.98
1750,false,0.830902,5.98
1800,false,0.832217,5.98
1845,false,0.800442,5.75
1890,false,0.801177,5.75
1935,false,0.801646,5.75
9165,true,0.068142,15.19
0,false,1.497386,10.72
40,false,1.401856,10.02
85,false,1.305479,9.31
125,false,1.307431,9.31
170,false,1.176735,8.37
215,false,1.045386,7.43
260,false,0.946611,6.72
295,false,0.347557,6.72
2725,false,0.112456,0.79
3665,true,0.188839,1.97
4570,false,0.117019,1.54
4575,false,0.053581,1.54
4580,false,0.015325,1.54
4805,false,0.179310,2.71
4810,false,0.029564,3.42
4815,false,0.004337,3.42
4820,false,0.011038,3.42
0,false,1.166475,8.20
10,false,0.133829,8.20
35,false,1.069244,7.50
75,false,0.971186,6.80
120,false,0.973041,6.80
165,false,0.873756,6.09
200,false,0.908477,6.33
240,false,0.909284,6.33
285,false,0.909783,6.33
330,false,0.426424,6.33
1485,false,0.003781,4.45
2690,true,0.014100,2.17
2695,false,0.003777,2.11
2710,false,0.053228,2.11
2825,false,0.011573,1.87
2840,false,0.010143,1.64
2910,false,0.029100,1.64
2940,false,0.042593,1.64
2965,false,0.046671,1.40
3105,false,0.012912,1.64
3425,true,0.182587,2.17
7290,true,1.130293,10.49
7590,false,0.032969,9.61
8005,true,1.374941,9.58
0,false,0.014438,6.80
680,false,0.166077,5.86
685,false,0.008404,5.86
780,false,0.019348,6.09
815,false,0.005775,6.09
840,false,0.042319,5.62
855,false,0.028631,5.62
1250,false,0.018886,3.51
1425,false,0.009020,3.75
1495,false,0.038364,3.75
1510,false,0.031475,3.75
1520,false,0.004729,3.75
1525,false,0.008616,3.75
1530,false,0.038837,3.75
1555,false,0.036572,3.04
1560,false,0.018945,3.04
1565,false,0.401767,3.04
1575,false,0.099136,3.04
1590,false,0.006183,3.04
1595,false,0.291018,3.04
1605,false,0.007389,1.87
1620,false,0.108952,1.87
1665,false,0.007665,0.70
1670,false,0.001171,0.70
1690,false,0.005436,0.70
1695,false,0.005715,0.70
1705,false,0.009256,0.70
1710,false,0.001318,0.70
1720,false,0.007092,0.70
1735,true,0.000507,0.46
1740,true,0.004137,0.46
1755,true,0.004687,0.46
1765,true,0.004797,0.46
1805,true,0.009437,1.17
1810,true,0.000472,1.17
1855,true,0.005936,1.87
1940,true,0.003652,2.34
1950,true,0.014940,2.34
1955,true,0.002193,2.34
2010,true,0.020993,2.57
2015,true,0.002741,2.57
2020,true,0.003063,2.57
2030,true,0.003081,2.57
2040,true,0.003907,2.57
2045,true,0.008851,2.57
2055,true,0.020481,2.57
2060,true,0.005398,2.57
2065,true,0.018016,2.57
2095,true,0.006645,2.81
2120,true,0.018929,2.81
2135,true,0.010541,2.81
2160,true,0.238373,3.04
2165,true,0.086067,3.04
2170,true,0.017663,3.04
2175,true,0.003676,3.04
2180,true,0.007111,3.04
2245,true,0.003336,3.51
2255,true,0.058676,3.51
2260,true,0.007521,3.51
2265,true,0.003837,3.75
2415,true,0.026062,3.98
2440,true,0.009438,3.98
2480,true,0.045875,4.22
2510,true,0.118798,4.69
2515,true,0.004313,4.69
2520,true,0.013247,4.69
2530,true,0.004716,4.69
2545,true,0.010135,4.69
2555,true,0.028594,4.69
2575,true,0.004850,4.69
2585,true,0.038333,4.69
2590,true,0.008203,4.69
2645,true,0.040788,4.69
2650,true,0.009080,4.69
2660,true,0.010192,4.69
2670,true,0.004884,4.69
2695,true,0.078437,4.69
2710,true,0.069100,4.69
2735,true,0.055510,4.69
2750,true,0.019897,4.45
2755,true,0.020108,4.45
3955,true,0.005932,4.22
4285,false,0.461844,3.68
4660,true,0.007763,2.81
9365,true,0.028331,5.39
9425,true,0.005606,5.39
0,true,0.003555,5.39
270,true,0.025682,5.15
360,true,0.096158,5.15
365,true,0.010859,5.15
920,true,0.023295,9.38
975,true,0.019225,10.31
990,true,0.007173,10.31
995,true,0.017069,10.31
1035,true,0.013823,10.55
1045,true,0.080801,10.55
1085,true,0.033336,10.55
1125,true,0.110100,11.25
1150,true,0.123159,11.95
1155,true,0.086319,11.95
1160,true,0.114483,11.95
1170,true,0.120115,11.95
1190,true,0.117036,11.95
1200,true,0.114789,11.95
1205,true,0.016379,11.95
1215,true,0.016234,13.13
1220,true,0.701779,13.13
1225,true,0.225942,13.13
1230,true,0.012794,13.13
1235,true,0.021762,13.13
1250,true,0.054941,13.13
1260,true,0.014785,13.13
1275,true,0.120393,14.53
1295,true,0.017884,14.53
1305,true,0.036823,14.53
1315,true,0.110571,14.53
1335,true,0.019889,15.00
1345,true,0.023925,15.00
1365,true,0.020674,15.00
1375,true,0.104893,15.00
1380,true,0.027839,15.00
1385,true,0.027196,15.00
1400,true,0.071681,15.47
1415,true,0.150204,15.47
1420,true,0.037250,15.47
1430,true,0.133299,15.47
1445,true,0.141687,15.47
1450,true,0.041754,15.71
1455,true,0.034515,15.71
1700,false,2.403533,15.95
2360,true,0.315102,17.58
2450,true,0.029670,17.82
2485,true,0.056307,17.82
2515,true,0.560825,17.82
2520,true,0.039400,17.82
2530,true,0.152494,17.58
2545,true,0.010531,17.58
2555,true,0.035615,17.58
2590,true,0.179214,17.58
2605,true,0.031159,17.58
2610,true,0.155423,17.58
2630,true,0.159975,17.58
2675,true,0.036580,17.35
2695,true,0.035034,17.35
2720,true,0.035170,17.58
2725,true,0.073258,17.58
2730,true,0.171487,17.58
2755,true,0.121917,17.58
2760,true,0.403279,17.58
2765,true,0.072446,17.58
2770,true,0.016898,17.82
2780,true,0.052096,17.82
2820,true,0.073641,17.82
2995,false,1.699933,17.32
4905,false,1.027463,14.51
6605,false,0.069928,17.32
0,true,0.015781,13.36
10,true,0.017838,13.36
4510,false,0.097363,20.04
4515,false,0.076011,20.04
4520,false,0.091007,20.04
4555,false,0.156188,20.04
4575,false,0.172329,20.04
4615,false,1.022288,19.81
4625,false,0.123357,19.81
4645,false,0.087776,20.04
4740,false,0.026650,19.81
4790,false,0.110803,19.57
4795,false,0.075230,19.57
4810,false,0.023288,19.57
4825,false,0.084682,19.34
4830,false,0.018598,19.34
4855,false,0.023696,19.34
4895,false,0.030028,18.87
4950,false,0.028316,18.64
4995,false,0.035521,18.64
5035,false,0.034965,18.41
5095,false,0.033324,18.17
5145,false,0.029737,18.17
5185,false,0.033868,18.17
5225,false,0.027998,18.17
5270,false,0.042016,18.41
5290,false,0.027038,18.41
5475,false,0.005801,18.17
5860,false,0.005480,16.54
5905,false,0.021779,16.07
6110,false,0.024203,14.90
6155,false,0.023960,14.43
6195,false,0.025687,14.43
6240,false,0.024645,15.13
6705,false,0.039366,21.91
6745,false,0.036747,21.91
7180,false,0.595640,23.31
7235,false,0.753955,23.54
7305,false,0.142808,23.78
7700,false,0.221269,20.74
8195,false,0.112160,17.94
8210,false,0.081155,17.94
8225,false,0.081367,17.94
9055,false,0.068888,0.28
9525,true,1.762989,2.07
9680,true,0.016631,1.13
0,false,1.846025,19.46
3385,false,0.044571,25.79
3495,false,0.185116,25.79
4295,false,0.328043,29.54
7230,true,38.299420,38.33
7240,false,0.109200,37.99
7380,false,0.570272,37.99
7430,false,0.290880,37.75
7445,true,39.936346,38.33
7450,false,0.598496,37.99
7455,false,0.289030,37.99
7460,false,5.806646,37.99
7485,true,10.205625,38.33
7510,false,5.891195,38.45
7560,false,5.904261,38.45
7595,false,6.023562,39.16
7630,false,6.213452,40.33
7640,false,0.450245,40.33
7670,false,6.220904,40.33
7705,false,6.443363,41.74
7740,false,6.446629,41.74
7775,false,2.485180,42.91
7930,false,6.738863,45.26
8535,true,22.870266,47.08
9170,true,6.454517,44.95
9190,false,1.315067,44.08
9195,false,0.051937,44.08
9200,false,0.085338,44.08
9210,false,0.146167,44.08
9220,false,5.574420,44.08
9575,false,12.397498,40.10
0,false,0.000000,0.00
35,false,0.000000,0.00
85,false,0.000000,0.00
120,true,0.036466,0.23
605,false,0.011949,0.70
755,false,0.000017,0.70
755,true,0.109659,0.70
800,true,0.110156,0.70
845,true,0.073745,0.47
880,true,0.074030,0.47
920,true,0.074290,0.47
965,true,0.037263,0.23
1010,true,0.074738,0.47
1045,true,0.074924,0.47
1050,false,0.005243,0.47
1115,true,0.564331,3.52
1160,true,0.259454,3.52
1160,true,0.307401,3.52
1240,true,1.057097,6.59
1285,true,1.058283,6.59
1320,true,1.059098,6.59
1370,true,0.780136,7.06
2865,false,4.033295,13.64
2880,true,3.040053,13.66
2960,false,2.227129,13.87
3005,false,2.228618,13.87
3050,false,1.740084,14.11
3120,false,0.222520,14.34
3125,false,0.032528,14.34
3130,false,0.013963,14.34
3140,false,0.037453,14.34
3165,false,0.653613,14.58
3260,false,0.126958,14.58
3285,false,0.067738,14.58
3325,false,0.932766,14.58
3360,false,0.041481,14.34
3825,false,0.002001,14.81
4755,false,3.707290,23.05
4805,false,3.309645,23.52
4870,false,2.983865,23.99
5335,false,0.282338,23.99
5365,false,3.868680,23.99
5380,false,0.008033,23.75
5410,false,3.837133,23.75
5460,false,3.842230,23.75
5495,false,3.845970,23.75
5515,true,5.744803,24.08
5555,false,3.810247,23.52
5605,false,3.812415,23.52
5650,false,2.025702,23.52
5720,false,0.019706,23.52
6280,false,0.063438,17.64
6510,false,0.099868,15.76
6600,false,1.360071,15.28
6825,false,0.066510,15.28
7240,false,4.281529,26.34
7290,false,4.288880,26.34
7330,false,4.486537,27.52
7360,false,0.088664,28.69
7375,false,4.681316,28.69
7420,false,0.387811,30.34
7425,false,0.417964,30.34
7425,false,4.407877,30.34
7590,false,0.736712,33.40
8410,false,4.521041,22.58
10565,false,6.107958,37.40
10585,true,19.977580,37.84
10610,false,6.569935,40.22
10660,false,7.033818,43.04
10770,false,0.182064,42.81
0,false,0.000090,10.00
375,true,4.507476,8.59
495,true,4.249850,9.06
1090,true,0.052697,10.99
1840,true,0.207421,11.96
1880,false,0.218449,12.12
2110,true,0.041199,12.90
2150,true,0.016128,13.61
2190,true,0.322089,14.79
2235,true,0.014642,15.74
2275,false,0.304754,15.66
2320,true,0.017717,15.98
2335,true,0.536529,15.98
2340,true,0.142293,15.98
2345,true,0.579674,15.98
2350,true,0.238758,15.98
2355,true,0.036557,16.21
2360,true,0.016951,16.21
2370,true,0.456450,16.21
2375,true,0.152846,16.21
2380,true,0.009769,16.21
2385,true,0.031412,16.21
2390,true,0.026103,16.21
2395,true,0.073280,16.21
2400,true,0.033083,16.21
2405,true,0.185397,16.21
2420,true,0.154483,16.45
2435,true,0.177750,16.45
2450,true,0.019493,16.45
2460,true,0.110820,16.45
2645,true,0.203165,16.69
2655,true,0.113519,16.69
2720,true,0.059031,16.92
2740,true,0.064623,16.92
2755,true,0.359141,16.92
2770,true,0.016956,16.92
2780,true,0.100290,17.16
2785,true,0.016839,17.16
2790,true,0.053885,17.16
2815,true,0.179312,17.16
2825,true,0.072753,17.16
2830,true,0.009849,17.16
2845,true,0.520697,17.16
2850,true,0.037032,17.16
2855,true,0.084416,17.16
2860,true,0.012218,17.16
2865,true,0.059301,17.16
2890,true,0.252539,17.16
2895,true,0.035146,17.16
2900,true,0.188987,17.16
2915,true,0.116779,17.16
2930,true,0.173617,17.16
2940,true,0.079592,17.16
2945,true,0.522448,17.16
2965,true,0.121351,17.16
3015,true,0.127290,16.92
3065,true,0.350942,16.92
3070,true,0.018490,16.92
3075,true,0.043921,16.69
3080,true,0.020548,16.69
3175,true,0.085942,16.45
3195,true,0.058112,16.45
3210,false,0.260248,16.37
3290,true,1.076193,16.69
3305,true,0.048427,16.69
3310,true,0.021688,16.69
3330,true,0.025167,16.69
3925,false,2.033453,12.59
4890,false,0.254173,5.99
6175,false,0.038980,6.22
6210,false,0.056546,7.88
7000,false,2.259089,13.54
7055,false,2.422296,14.48
7105,false,2.585505,15.43
7155,false,2.748365,16.37
7200,false,2.752271,16.37
7250,false,2.874459,17.08
7295,false,2.916551,17.31
7345,false,2.957818,17.55
7390,false,2.218055,17.55
8470,false,0.021749,10.47
8965,false,0.591541,10.94
9635,false,0.010438,10.94
0,false,0.195702,6.46
920,true,0.007082,7.18
1075,true,0.400434,7.41
2010,true,7.300558,6.00
4030,false,0.881997,6.94
4405,false,0.296735,6.70
4595,true,0.023394,6.33
5595,true,29.928381,6.82
5600,false,0.021290,6.70
5630,false,1.127042,6.70
5670,false,1.128919,6.70
5720,false,1.170280,6.94
5760,false,1.211408,7.17
5800,false,1.212759,7.17
5845,false,1.213763,7.17
5895,false,1.214423,7.17
5940,false,1.215113,7.17
5980,false,1.175472,6.94
6060,false,0.685056,6.70
6100,false,1.137010,6.70
6120,true,14.843377,6.82
6125,false,0.051183,6.70
6130,false,0.017808,6.70
6145,false,1.137886,6.70
6190,false,1.140144,6.70
6225,false,1.142082,6.70
6265,false,1.143698,6.70
6315,false,1.064358,6.23
6365,false,0.944207,5.52
6405,false,0.823871,4.81
6450,false,0.824351,4.81
6490,false,0.743754,4.34
6535,false,0.743994,4.34
8035,false,2.325257,4.34
8770,true,0.019623,4.26
9845,false,0.013011,4.34
0,false,0.907498,5.28
50,false,0.827119,4.81
95,false,0.746404,4.34
135,false,0.664661,4.34
550,false,0.024484,3.63
1360,false,0.060364,3.87
1490,false,0.088952,4.10
3005,false,0.005066,2.92
4245,false,0.045011,3.39
4265,false,0.028597,3.39
5995,false,0.019672,4.10
6870,false,1.107771,3.87
10105,false,0.017596,3.87
0,false,0.059788,2.21
730,false,1.368995,3.63
2510,true,0.001498,0.37
3470,true,0.000366,0.14
3485,true,0.002586,0.14
4250,true,0.001729,0.37
4860,true,0.001571,0.37
6535,true,1.051278,2.73
10570,false,0.229355,7.21
0,false,0.001044,2.49
3370,false,1.723152,3.20
4910,false,0.025823,2.73
6780,false,0.061499,5.56
6800,false,0.011458,5.56
6805,false,0.004212,5.56
7175,false,0.115258,5.56
7205,false,0.009815,5.56
7220,false,0.004340,5.56
8530,false,0.059727,5.33
10165,false,0.144213,8.86
10200,false,0.010829,9.33
10205,false,0.022350,9.33
0,true,0.030015,16.07
25,false,2.415129,16.05
425,false,2.082280,14.63
800,false,1.475001,13.92
2470,true,0.059700,4.72
2615,true,0.003582,4.96
3980,true,0.151495,4.48
3985,true,0.647960,4.48
3995,true,0.235297,4.48
4005,true,0.128175,4.48
4095,false,0.691679,4.72
4535,false,28.800732,8.26
4540,true,0.008419,8.26
5495,true,8.527580,12.29
5795,true,0.257152,13.94
6425,false,2.897453,16.76
7580,false,0.132055,25.26
7650,false,1.324115,24.78
0,true,0.267726,2.36
2790,false,0.159189,3.78
3585,true,0.002702,2.93
3645,false,0.002434,2.83
6745,false,0.005251,2.12
7830,false,0.027498,6.38
8115,false,0.823792,6.15
8125,false,0.215140,6.15
8130,false,0.033201,6.15
8140,false,0.006791,6.15
8150,false,0.007680,6.15
8185,false,0.017164,6.15
8200,false,0.096805,5.44
8205,false,0.003177,5.44
8210,false,0.004689,5.44
8215,false,0.079347,5.44
8220,false,0.012417,5.44
8225,false,0.015086,5.44
8420,true,0.547608,3.16
8950,false,0.022648,3.31
8955,false,0.001197,3.31
8965,false,0.002785,3.31
9610,false,0.204939,1.89
9625,false,0.003606,1.89
10430,true,0.159232,2.36
10440,true,0.079245,2.36
10455,true,0.004841,2.36
10460,true,0.006109,2.36
10465,true,0.009031,2.36
10470,true,0.003869,2.36
0,false,0.008640,6.61
2800,false,0.051200,0.47
2835,false,0.000000,0.00
3920,false,0.060250,3.30
3955,true,0.030239,3.30
4805,true,0.245527,1.41
4860,true,0.286565,1.65
5285,false,0.005394,2.59
7080,false,0.001717,7.32
9965,true,0.069088,13.69
10375,true,0.000939,17.04
0,true,0.051291,6.57
10,true,0.063023,6.57
55,true,1.138131,6.57
90,true,1.098103,6.33
125,true,1.098776,6.33
175,true,0.902066,6.33
415,true,0.049856,6.39
2195,true,0.069168,10.65
2200,true,0.069709,10.65
2720,true,0.134856,11.36
2725,true,0.015429,11.36
2745,true,0.066590,11.36
3270,true,0.080111,11.60
3275,true,0.025120,11.60
3980,true,0.098419,12.08
4815,true,0.833702,12.89
4820,true,0.117318,12.89
4825,true,0.218915,12.89
4830,true,0.048537,12.89
4835,true,0.005227,12.89
4840,true,0.017540,12.89
5540,true,0.048829,14.34
6005,true,0.006555,14.35
7480,true,1.502701,15.09
8120,false,0.352499,14.19
10135,true,4.440731,14.88
0,true,0.118691,17.06
280,true,0.062614,15.63
1590,true,1.492657,14.95
1790,true,1.762800,14.71
1930,false,1.709231,15.14
2430,true,0.009721,15.18
2560,false,0.013232,15.14
3125,false,1.174558,14.43
4880,true,0.519695,16.13
4885,true,0.158180,16.13
0,false,0.018396,13.95
4790,true,2.820575,20.27
8810,false,1.482316,20.58
8970,true,3.226123,20.83
9095,false,0.045272,19.87
9240,true,1.062444,20.60
0,false,0.189676,1.09
55,false,0.066102,0.85
2840,true,0.076033,1.09
10345,false,0.589958,17.87
0,false,0.320919,13.84
780,false,0.047468,12.42
865,false,0.015845,11.47
990,false,0.022654,11.00
1015,false,0.071370,11.00
1095,false,0.112022,10.52
1115,false,0.012764,10.52
1130,false,0.011005,10.52
1165,false,0.085574,10.52
1265,false,0.165968,11.00
1270,false,0.007209,11.00
1275,false,0.012022,11.00
1280,false,0.019046,11.00
1355,false,0.087562,11.23
1360,false,0.051533,11.23
1515,false,0.188290,10.76
1520,false,0.029946,10.76
1525,false,0.015559,10.76
1645,false,0.065327,9.81
1755,false,0.157896,10.05
1760,false,0.014745,10.05
2315,false,0.836238,11.47
2965,true,0.986735,9.90
3050,true,0.404469,8.95
3750,false,0.009461,5.54
3765,false,0.025834,5.54
3780,false,0.095021,5.54
7150,true,0.018889,9.21
7850,true,0.011464,11.82
9605,true,0.573621,7.92
9605,false,0.586365,7.68
10355,true,0.873408,12.20
0,true,0.023746,11.72
1570,false,0.002626,10.05
5415,true,0.150332,20.37
5940,true,0.085332,20.61
5970,true,0.020806,20.61
5990,true,0.097746,20.61
6300,true,0.154715,19.66
6330,true,0.078322,19.18
6340,true,0.020534,19.18
6445,true,0.048695,18.47
6450,true,0.210262,18.47
7050,true,0.033994,16.80
7175,true,0.034201,16.80
7245,true,0.009491,16.33
8550,false,1.798959,15.50
10620,true,0.058618,0.33
10670,false,0.146253,0.85
0,true,0.420174,12.04
30,false,0.283231,12.03
1000,true,0.037049,18.69
1250,false,0.000346,29.08
2455,true,0.270641,31.22
3095,true,0.113661,28.37
3195,true,0.450147,30.04
3210,true,0.409877,30.04
3215,true,0.051767,30.04
3225,true,1.244069,30.04
3250,true,0.549319,31.23
3260,true,0.323428,31.23
3340,true,0.247055,30.75
3345,true,0.278607,30.75
3350,true,0.057974,29.80
3360,true,0.252105,29.80
3430,true,0.334063,28.37
3780,false,0.244523,24.34
4470,true,0.165457,25.06
4495,true,0.247706,25.06
4765,false,4.418987,24.82
7270,false,6.300212,35.24
7345,false,6.093790,34.05
7385,false,5.885451,32.87
7430,false,5.760195,32.16
7475,false,2.699744,32.16
8195,false,5.134241,28.61
8240,false,5.100187,28.37
8275,false,5.107308,28.37
8335,false,5.154245,28.61
8375,false,5.157221,28.61
8425,false,5.201537,28.84
10620,true,0.004135,28.04
0,true,0.000016,7.55
10,true,1.404252,7.79
60,true,1.412686,7.83
945,true,0.017265,11.16
2410,false,0.000113,1.13
2560,true,0.003494,0.94
5550,false,0.057423,8.66
6930,false,0.131442,17.42
6965,true,0.055728,17.80
7175,false,0.000039,18.13
8185,false,2.806335,15.53
8240,false,2.810247,15.53
8285,false,2.811693,15.53
8325,false,1.339942,15.53
9035,false,10.653711,13.40
0,false,1.965027,16.38
1750,false,0.011686,10.70
2475,false,0.008683,6.67
2650,false,0.804601,6.44
2685,true,1.749277,6.85
2705,false,0.547377,6.67
2785,true,0.000295,6.37
3070,false,0.345428,6.20
5810,true,0.000217,8.12
6105,true,0.346480,7.17
6215,true,0.000024,7.17
6540,true,0.005860,7.18
6725,false,0.046886,7.15
6775,false,0.127349,7.38
6960,true,0.000047,8.13
7430,true,0.000036,7.89
8045,false,0.031613,7.15
8200,false,0.055328,4.31
8560,true,0.000043,3.15
8740,false,0.026269,2.88
8755,false,0.033086,2.88
8800,true,0.000010,3.39
8830,false,0.010263,3.12
8895,false,0.008448,3.12
9315,true,0.000017,2.91
9585,false,0.013435,2.65
9780,false,0.010000,2.65
0,true,7.247734,5.10
30,false,0.787577,5.25
595,false,0.736251,5.73
1095,true,0.000291,5.49
1715,false,0.338144,5.25
2510,true,0.065508,5.49
2620,true,0.000177,5.31
5315,false,0.016296,8.57
10435,true,0.001119,6.38
0,false,0.086765,4.07
40,true,0.000088,3.98
1010,true,0.000028,1.46
1265,true,0.000008,1.46
1730,true,0.000014,1.70
1770,true,0.750621,1.70
1810,false,0.225634,1.70
2235,true,0.000014,1.70
3235,true,0.000028,1.46
5170,true,0.000051,1.23
6165,true,0.000033,1.70
6215,false,0.023194,1.46
7360,true,0.000048,1.94
7720,true,0.000006,1.23
8240,true,0.000013,1.23
8725,false,0.000001,0.18
9835,false,0.000015,0.69
10300,false,0.000001,0.21
0,false,1.789304,9.88
55,false,1.790526,9.88
100,false,1.748426,9.65
145,false,1.749251,9.65
190,false,1.706729,9.41
225,false,1.664275,9.17
365,false,0.023000,8.70
405,false,0.060593,8.70
495,true,0.000190,8.47
745,false,0.027291,8.46
1045,true,0.000100,8.95
1470,false,0.292513,8.23
1580,true,0.000087,7.83
1825,false,0.468533,8.23
2780,true,0.000261,11.62
2795,false,0.025899,12.25
4370,false,1.486683,19.82
4720,true,0.000760,18.03
4855,false,0.189500,17.93
5365,false,1.597915,17.93
5505,false,0.106975,18.40
5910,false,2.145194,21.71
6525,false,1.959050,18.16
6745,false,38.400000,18.16
7150,false,1.185354,17.22
7195,true,0.342807,16.95
7665,false,0.052671,16.51
8690,false,0.412928,22.19
9095,true,0.002070,22.41
9450,false,2.170000,20.53
9575,false,4.389997,20.77
10495,true,0.000529,20.27
0,true,0.000174,10.00
460,true,0.000082,9.52
805,true,0.000058,10.00
1105,true,0.000058,10.00
1815,true,0.000110,7.63
2190,true,0.000041,7.15
2240,true,0.001255,7.39
2555,true,0.000040,6.92
3380,true,0.000091,5.26
4055,true,0.000044,3.83
4355,true,0.000024,4.17
4405,true,0.002085,4.17
4695,true,0.000026,4.64
5240,true,0.001227,3.69
6575,true,0.000208,5.12
6810,false,4.738692,9.52
7275,true,5.649443,10.18
7295,false,1.805505,9.99
