open_timestamp,open_price,high_price,low_price,close_price,volume,close_timestamp,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1696123140000,1.05580000,1.05580000,1.05570000,1.05580000,755.80000000,1696123199999,797.90836000,6,103.00000000,108.74740000,0
1696123200000,1.05570000,1.05580000,1.05570000,1.05570000,645.30000000,1696123259999,681.26246000,7,192.50000000,203.24150000,0
1696123260000,1.05580000,1.05580000,1.05580000,1.05580000,282.00000000,1696123319999,297.73560000,7,282.00000000,297.73560000,0
1696123320000,1.05570000,1.05580000,1.05570000,1.05580000,105.00000000,1696123379999,110.85322000,5,47.20000000,49.83376000,0
1696123380000,1.05570000,1.05570000,1.05570000,1.05570000,186.20000000,1696123439999,196.57134000,2,0.00000000,0.00000000,0
1696123440000,1.05580000,1.05580000,1.05570000,1.05580000,560.90000000,1696123499999,592.16605000,9,239.20000000,252.54736000,0
1696123500000,1.05580000,1.05580000,1.05570000,1.05580000,7441.10000000,1696123559999,7855.57502000,8,57.50000000,60.70850000,0
1696123560000,1.05570000,1.05580000,1.05570000,1.05580000,1000.60000000,1696123619999,1056.33854000,4,51.20000000,54.05696000,0
1696123620000,1.05570000,1.05580000,1.05570000,1.05580000,313.50000000,1696123679999,330.98938000,6,274.30000000,289.60594000,0
1696123680000,1.05570000,1.05580000,1.05570000,1.05580000,571.00000000,1696123739999,602.83931000,14,346.10000000,365.41238000,0
1696123740000,1.05570000,1.05580000,1.05570000,1.05570000,494.20000000,1696123799999,521.73462000,6,76.80000000,81.08544000,0
1696123800000,1.05570000,1.05580000,1.05570000,1.05580000,517.20000000,1696123859999,546.02732000,9,192.80000000,203.55824000,0
1696123860000,1.05570000,1.05580000,1.05570000,1.05580000,1155.40000000,1696123919999,1219.79173000,11,359.50000000,379.56010000,0
1696123920000,1.05580000,1.05580000,1.05570000,1.05580000,2886.40000000,1696123979999,3047.45230000,8,2798.20000000,2954.33956000,0
1696123980000,1.05580000,1.05580000,1.05570000,1.05580000,348.60000000,1696124039999,368.03310000,10,160.80000000,169.77264000,0
1696124040000,1.05580000,1.05580000,1.05570000,1.05580000,2841.50000000,1696124099999,2999.90654000,9,1349.90000000,1425.22442000,0
1696124100000,1.05580000,1.05580000,1.05570000,1.05570000,2993.30000000,1696124159999,3160.02814000,5,13.30000000,14.04214000,0
1696124160000,1.05570000,1.05580000,1.05570000,1.05580000,477.40000000,1696124219999,504.00402000,12,128.40000000,135.56472000,0
1696124220000,1.05580000,1.05580000,1.05570000,1.05570000,221.20000000,1696124279999,233.52787000,7,70.30000000,74.22274000,0
1696124280000,1.05580000,1.05580000,1.05570000,1.05580000,572.00000000,1696124339999,603.91564000,7,552.40000000,583.22392000,0
1696124340000,1.05580000,1.05580000,1.05570000,1.05570000,254.90000000,1696124399999,269.10235000,6,44.20000000,46.66636000,0
1696124400000,1.05580000,1.05580000,1.05570000,1.05580000,1564.30000000,1696124459999,1651.53894000,8,1074.30000000,1134.24594000,0
1696124460000,1.05580000,1.05580000,1.05570000,1.05580000,180.40000000,1696124519999,190.45056000,6,22.80000000,24.07224000,0
1696124520000,1.05580000,1.05580000,1.05570000,1.05570000,373.90000000,1696124579999,394.74304000,6,168.10000000,177.47998000,0
1696124580000,1.05580000,1.05580000,1.05570000,1.05580000,386.10000000,1696124639999,407.61942000,8,136.50000000,144.11670000,0
1696124640000,1.05580000,1.05580000,1.05570000,1.05580000,1560.60000000,1696124699999,1647.55163000,14,262.10000000,276.72518000,0
1696124700000,1.05570000,1.05580000,1.05570000,1.05580000,1938.40000000,1696124759999,2046.37517000,10,62.90000000,66.40982000,0
1696124760000,1.05580000,1.05580000,1.05570000,1.05570000,2645.00000000,1696124819999,2792.55649000,14,2299.90000000,2428.23442000,0
1696124820000,1.05580000,1.05580000,1.05570000,1.05580000,2142.70000000,1696124879999,2262.24546000,11,1970.70000000,2080.66506000,0
1696124880000,1.05580000,1.05580000,1.05570000,1.05580000,105.00000000,1696124939999,110.85410000,6,56.00000000,59.12480000,0
1696124940000,1.05580000,1.05580000,1.05570000,1.05570000,162.90000000,1696124999999,171.98758000,6,140.50000000,148.33990000,0
1696125000000,1.05570000,1.05580000,1.05570000,1.05570000,2437.00000000,1696125059999,2572.75332000,7,124.20000000,131.13036000,0
1696125060000,1.05580000,1.05580000,1.05570000,1.05580000,2135.10000000,1696125119999,2254.05197000,12,269.00000000,284.01020000,0
1696125120000,1.05570000,1.05580000,1.05570000,1.05580000,935.40000000,1696125179999,987.55581000,8,540.30000000,570.44874000,0
1696125180000,1.05580000,1.05580000,1.05570000,1.05580000,338.50000000,1696125239999,357.36380000,4,93.50000000,98.71730000,0
1696125240000,1.05580000,1.05580000,1.05570000,1.05580000,258.50000000,1696125299999,272.90483000,7,63.80000000,67.36004000,0
1696125300000,1.05580000,1.05580000,1.05570000,1.05580000,1738.50000000,1696125359999,1835.34660000,5,121.50000000,128.27970000,0
1696125360000,1.05580000,1.05580000,1.05570000,1.05580000,1401.80000000,1696125419999,1479.88858000,7,83.20000000,87.84256000,0
1696125420000,1.05580000,1.05580000,1.05570000,1.05570000,1416.20000000,1696125479999,1495.21140000,9,1290.60000000,1362.61548000,0
1696125480000,1.05570000,1.05580000,1.05570000,1.05570000,630.40000000,1696125539999,665.51649000,8,32.10000000,33.89118000,0
1696125540000,1.05580000,1.05580000,1.05580000,1.05580000,94.50000000,1696125599999,99.77310000,6,94.50000000,99.77310000,0
1696125600000,1.05570000,1.05580000,1.05570000,1.05580000,3679.10000000,1696125659999,3884.06835000,13,424.80000000,448.50384000,0
1696125660000,1.05570000,1.05580000,1.05570000,1.05580000,82.60000000,1696125719999,87.20418000,4,33.60000000,35.47488000,0
1696125720000,1.05580000,1.05580000,1.05570000,1.05580000,702.00000000,1696125779999,741.17013000,12,687.30000000,725.65134000,0
1696125780000,1.05580000,1.05580000,1.05570000,1.05580000,681.80000000,1696125839999,719.83866000,5,624.00000000,658.81920000,0
1696125840000,1.05580000,1.05580000,1.05570000,1.05580000,921.10000000,1696125899999,972.48268000,5,774.10000000,817.29478000,0
1696125900000,1.05570000,1.05580000,1.05570000,1.05570000,673.00000000,1696125959999,710.50397000,6,178.70000000,188.67146000,0
1696125960000,1.05580000,1.05580000,1.05570000,1.05570000,779.40000000,1696126019999,822.85896000,7,463.80000000,489.68004000,0
1696126020000,1.05570000,1.05580000,1.05570000,1.05570000,1311.60000000,1696126079999,1384.74393000,8,878.10000000,927.09798000,0
1696126080000,1.05580000,1.05580000,1.05570000,1.05570000,251.00000000,1696126139999,264.99502000,8,143.20000000,151.19056000,0
1696126140000,1.05570000,1.05580000,1.05570000,1.05580000,328.60000000,1696126199999,346.91530000,4,122.80000000,129.65224000,0
1696126200000,1.05580000,1.05580000,1.05570000,1.05570000,626.20000000,1696126259999,661.09197000,6,126.30000000,133.34754000,0
1696126260000,1.05580000,1.05580000,1.05570000,1.05570000,1258.80000000,1696126319999,1329.03424000,6,1190.80000000,1257.24664000,0
1696126320000,1.05580000,1.05580000,1.05570000,1.05580000,2514.30000000,1696126379999,2654.35945000,4,129.40000000,136.62052000,0
1696126380000,1.05570000,1.05580000,1.05570000,1.05570000,823.10000000,1696126439999,868.96954000,12,228.70000000,241.46146000,0
1696126440000,1.05580000,1.05580000,1.05570000,1.05580000,2548.30000000,1696126499999,2690.28413000,14,438.20000000,462.65156000,0
1696126500000,1.05580000,1.05580000,1.05580000,1.05580000,258.80000000,1696126559999,273.24104000,5,258.80000000,273.24104000,0
1696126560000,1.05570000,1.05580000,1.05570000,1.05580000,485.60000000,1696126619999,512.67227000,9,243.50000000,257.08730000,0
1696126620000,1.05580000,1.05580000,1.05570000,1.05580000,691.00000000,1696126679999,729.49775000,7,90.50000000,95.54990000,0
1696126680000,1.05580000,1.05580000,1.05580000,1.05580000,151.90000000,1696126739999,160.37602000,3,151.90000000,160.37602000,0
1696126740000,1.05570000,1.05580000,1.05570000,1.05570000,515.60000000,1696126799999,544.33736000,10,184.40000000,194.68952000,0
1696126800000,1.05580000,1.05580000,1.05570000,1.05580000,1417.40000000,1696126859999,1496.43704000,15,878.60000000,927.62588000,0
1696126860000,1.05580000,1.05580000,1.05580000,1.05580000,259.60000000,1696126919999,274.08568000,2,259.60000000,274.08568000,0
1696126920000,1.05580000,1.05580000,1.05570000,1.05580000,545.50000000,1696126979999,575.92914000,9,447.90000000,472.89282000,0
1696126980000,1.05580000,1.05580000,1.05570000,1.05580000,7065.10000000,1696127039999,7459.31451000,14,6884.40000000,7268.54952000,0
1696127040000,1.05570000,1.05580000,1.05570000,1.05580000,647.00000000,1696127099999,683.07030000,6,324.00000000,342.07920000,0
1696127100000,1.05580000,1.05580000,1.05570000,1.05570000,445.80000000,1696127159999,470.65604000,5,249.80000000,263.73884000,0
1696127160000,1.05580000,1.05580000,1.05570000,1.05570000,696.80000000,1696127219999,735.62264000,6,108.80000000,114.87104000,0
1696127220000,1.05580000,1.05580000,1.05580000,1.05580000,540.00000000,1696127279999,570.13200000,4,540.00000000,570.13200000,0
1696127280000,1.05580000,1.05580000,1.05580000,1.05580000,107.90000000,1696127339999,113.92082000,2,107.90000000,113.92082000,0
1696127340000,1.05570000,1.05580000,1.05570000,1.05570000,605.80000000,1696127399999,639.54600000,9,29.40000000,31.04052000,0
1696127400000,1.05570000,1.05580000,1.05570000,1.05580000,980.00000000,1696127459999,1034.61393000,14,279.30000000,294.88494000,0
1696127460000,1.05580000,1.05580000,1.05570000,1.05580000,208.20000000,1696127519999,219.80629000,6,95.50000000,100.82890000,0
1696127520000,1.05580000,1.05580000,1.05570000,1.05580000,1538.40000000,1696127579999,1624.11217000,11,232.90000000,245.89582000,0
1696127580000,1.05570000,1.05580000,1.05570000,1.05570000,883.40000000,1696127639999,932.62960000,9,242.20000000,255.71476000,0
1696127640000,1.05580000,1.05580000,1.05570000,1.05580000,359.70000000,1696127699999,379.76489000,10,296.00000000,312.51680000,0
1696127700000,1.05580000,1.05580000,1.05570000,1.05580000,575.90000000,1696127759999,607.99069000,14,130.60000000,137.88748000,0
1696127760000,1.05570000,1.05580000,1.05570000,1.05570000,210.00000000,1696127819999,221.69795000,3,9.50000000,10.03010000,0
1696127820000,1.05580000,1.05580000,1.05570000,1.05570000,1006.90000000,1696127879999,1063.00129000,17,169.60000000,179.06368000,0
1696127880000,1.05570000,1.05580000,1.05570000,1.05580000,741.80000000,1696127939999,783.17767000,13,594.10000000,627.25078000,0
1696127940000,1.05580000,1.05580000,1.05570000,1.05580000,174.90000000,1696127999999,184.64995000,5,80.20000000,84.67516000,0
1696128000000,1.05580000,1.05580000,1.05570000,1.05580000,485.10000000,1696128059999,512.14347000,10,234.00000000,247.05720000,0
1696128060000,1.05580000,1.05580000,1.05580000,1.05580000,203.70000000,1696128119999,215.06646000,8,203.70000000,215.06646000,0
1696128120000,1.05580000,1.05580000,1.05570000,1.05580000,721.00000000,1696128179999,761.19750000,9,378.00000000,399.09240000,0
1696128180000,1.05580000,1.05580000,1.05580000,1.05580000,201.50000000,1696128239999,212.74370000,5,201.50000000,212.74370000,0
1696128240000,1.05570000,1.05580000,1.05570000,1.05580000,206.30000000,1696128299999,217.80958000,8,186.70000000,197.11786000,0
1696128300000,1.05580000,1.05580000,1.05580000,1.05580000,333.90000000,1696128359999,352.53162000,7,333.90000000,352.53162000,0
1696128360000,1.05580000,1.05580000,1.05570000,1.05580000,973.30000000,1696128419999,1027.58564000,10,728.30000000,768.93914000,0
1696128420000,1.05580000,1.05580000,1.05580000,1.05580000,230.30000000,1696128479999,243.15074000,4,230.30000000,243.15074000,0
1696128480000,1.05580000,1.05580000,1.05580000,1.05580000,441.70000000,1696128539999,466.34686000,7,441.70000000,466.34686000,0
1696128540000,1.05580000,1.05580000,1.05580000,1.05580000,121.90000000,1696128599999,128.70202000,5,121.90000000,128.70202000,0
1696128600000,1.05580000,1.05580000,1.05570000,1.05580000,387.60000000,1696128659999,409.21426000,10,249.40000000,263.31652000,0
1696128660000,1.05580000,1.05580000,1.05580000,1.05580000,225.70000000,1696128719999,238.29406000,6,225.70000000,238.29406000,0
1696128720000,1.05580000,1.05580000,1.05570000,1.05580000,5478.20000000,1696128779999,5783.67531000,16,3395.70000000,3585.18006000,0
1696128780000,1.05580000,1.05580000,1.05570000,1.05580000,309.60000000,1696128839999,326.85919000,9,144.70000000,152.77426000,0
1696128840000,1.05580000,1.05580000,1.05570000,1.05580000,429.50000000,1696128899999,453.45189000,7,287.40000000,303.43692000,0
1696128900000,1.05580000,1.05580000,1.05570000,1.05580000,221.20000000,1696128959999,233.53071000,7,98.70000000,104.20746000,0
1696128960000,1.05580000,1.05580000,1.05580000,1.05580000,388.80000000,1696129019999,410.49504000,6,388.80000000,410.49504000,0
1696129020000,1.05580000,1.05580000,1.05580000,1.05580000,289.90000000,1696129079999,306.07642000,6,289.90000000,306.07642000,0
1696129080000,1.05580000,1.05580000,1.05580000,1.05580000,281.10000000,1696129139999,296.78538000,7,281.10000000,296.78538000,0
1696129140000,1.05580000,1.05580000,1.05570000,1.05580000,197.00000000,1696129199999,207.98037000,7,74.70000000,78.86826000,0
1696129200000,1.05570000,1.05580000,1.05570000,1.05580000,118.70000000,1696129259999,125.31887000,4,72.80000000,76.86224000,0
1696129260000,1.05580000,1.05580000,1.05570000,1.05580000,209.70000000,1696129319999,221.39146000,4,111.70000000,117.93286000,0
1696129320000,1.05580000,1.05580000,1.05580000,1.05580000,88.70000000,1696129379999,93.64946000,6,88.70000000,93.64946000,0
1696129380000,1.05580000,1.05580000,1.05570000,1.05580000,246.70000000,1696129439999,260.46356000,8,223.70000000,236.18246000,0
1696129440000,1.05580000,1.05580000,1.05570000,1.05580000,410.70000000,1696129499999,433.59558000,10,195.90000000,206.83122000,0
1696129500000,1.05580000,1.05580000,1.05580000,1.05580000,994.70000000,1696129559999,1050.20426000,13,994.70000000,1050.20426000,0
1696129560000,1.05580000,1.05580000,1.05580000,1.05580000,171.60000000,1696129619999,181.17528000,7,171.60000000,181.17528000,0
1696129620000,1.05580000,1.05580000,1.05580000,1.05580000,1661.90000000,1696129679999,1754.63402000,23,1661.90000000,1754.63402000,0
1696129680000,1.05580000,1.05580000,1.05580000,1.05580000,820.50000000,1696129739999,866.28390000,19,820.50000000,866.28390000,0
1696129740000,1.05580000,1.05580000,1.05570000,1.05580000,140.90000000,1696129799999,148.76075000,9,126.20000000,133.24196000,0
1696129800000,1.05580000,1.05580000,1.05580000,1.05580000,2458.50000000,1696129859999,2595.68430000,14,2458.50000000,2595.68430000,0
1696129860000,1.05570000,1.05580000,1.05570000,1.05580000,1969.80000000,1696129919999,2079.71288000,7,1950.20000000,2059.02116000,0
1696129920000,1.05580000,1.05580000,1.05580000,1.05580000,125.00000000,1696129979999,131.97500000,4,125.00000000,131.97500000,0
1696129980000,1.05580000,1.05580000,1.05580000,1.05580000,317.90000000,1696130039999,335.63882000,7,317.90000000,335.63882000,0
1696130040000,1.05580000,1.05580000,1.05570000,1.05570000,532.20000000,1696130099999,561.87687000,7,333.30000000,351.89814000,0
1696130100000,1.05580000,1.05580000,1.05570000,1.05570000,893.20000000,1696130159999,943.00753000,16,562.90000000,594.30982000,0
1696130160000,1.05570000,1.05580000,1.05570000,1.05580000,30.20000000,1696130219999,31.88320000,2,10.60000000,11.19148000,0
1696130220000,1.05580000,1.05580000,1.05580000,1.05580000,119.00000000,1696130279999,125.64020000,7,119.00000000,125.64020000,0
1696130280000,1.05580000,1.05580000,1.05570000,1.05580000,650.00000000,1696130339999,686.26020000,11,552.00000000,582.80160000,0
1696130340000,1.05580000,1.05580000,1.05580000,1.05580000,331.20000000,1696130399999,349.68096000,9,331.20000000,349.68096000,0
1696130400000,1.05580000,1.05580000,1.05580000,1.05580000,630.00000000,1696130459999,665.15400000,9,630.00000000,665.15400000,0
1696130460000,1.05580000,1.05580000,1.05580000,1.05580000,793.00000000,1696130519999,837.24940000,6,793.00000000,837.24940000,0
1696130520000,1.05570000,1.05580000,1.05570000,1.05580000,410.60000000,1696130579999,433.49490000,7,244.80000000,258.45984000,0
1696130580000,1.05580000,1.05580000,1.05580000,1.05580000,1970.60000000,1696130639999,2080.55948000,6,1970.60000000,2080.55948000,0
1696130640000,1.05580000,1.05580000,1.05580000,1.05580000,427.00000000,1696130699999,450.82660000,9,427.00000000,450.82660000,0
1696130700000,1.05580000,1.05580000,1.05570000,1.05580000,453.00000000,1696130759999,478.25780000,8,257.00000000,271.34060000,0
1696130760000,1.05580000,1.05580000,1.05580000,1.05580000,201.10000000,1696130819999,212.32138000,7,201.10000000,212.32138000,0
1696130820000,1.05580000,1.05580000,1.05570000,1.05580000,1073.20000000,1696130879999,1133.06496000,6,877.20000000,926.14776000,0
1696130880000,1.05570000,1.05580000,1.05570000,1.05580000,194.80000000,1696130939999,205.65416000,6,38.00000000,40.12040000,0
1696130940000,1.05580000,1.05580000,1.05580000,1.05580000,372.30000000,1696130999999,393.07434000,10,372.30000000,393.07434000,0
1696131000000,1.05570000,1.05580000,1.05570000,1.05580000,761.60000000,1696131059999,804.03995000,8,188.30000000,198.80714000,0
1696131060000,1.05570000,1.05580000,1.05570000,1.05580000,347.90000000,1696131119999,367.29322000,5,151.90000000,160.37602000,0
1696131120000,1.05580000,1.05580000,1.05580000,1.05580000,574.90000000,1696131179999,606.97942000,11,574.90000000,606.97942000,0
